date,game_time,pitcher_name,pitcher_team,pitcher_throws,batter_name,batter_team,batter_position,batting_order,batter_bats,PA,AB,H,HR,SO,AVG,OBP,SLG,OPS
2025-04-16,7:40 PM ET,Jonathan Cannon,White Sox,R,Max Muncy,Athletics,2B,9,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-16,7:40 PM ET,Osvaldo Bido,Athletics,R,M. Vargas,White Sox,3B,1,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-16,7:40 PM ET,Osvaldo Bido,Athletics,R,Nick Maton,White Sox,DH,2,L,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0
2025-04-16,7:40 PM ET,Osvaldo Bido,Athletics,R,Luis Robert,White Sox,CF,3,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-16,7:40 PM ET,Osvaldo Bido,Athletics,R,A. Vaughn,White Sox,1B,4,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-16,7:40 PM ET,Osvaldo Bido,Athletics,R,Matt Thaiss,White Sox,C,5,L,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-16,7:40 PM ET,Osvaldo Bido,Athletics,R,C. Meidroth,White Sox,SS,6,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-16,7:40 PM ET,Osvaldo Bido,Athletics,R,Lenyn Sosa,White Sox,2B,7,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-16,7:40 PM ET,Osvaldo Bido,Athletics,R,B. Baldwin,White Sox,RF,8,S,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-16,7:40 PM ET,Osvaldo Bido,Athletics,R,M. Taylor,White Sox,LF,9,R,2.0,2.0,1.0,0.0,1.0,0.5,0.5,0.5,1.0
2025-04-16,8:05 PM ET,Patrick Corbin,Rangers,L,Taylor Ward,Angels,LF,1,R,8.0,7.0,3.0,0.0,1.0,0.429,0.5,0.429,0.929
2025-04-16,8:05 PM ET,Patrick Corbin,Rangers,L,Luis Rengifo,Angels,3B,2,S,3.0,3.0,2.0,0.0,0.0,0.667,0.667,0.667,1.333
2025-04-16,8:05 PM ET,Patrick Corbin,Rangers,L,Mike Trout,Angels,RF,3,R,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2025-04-16,8:05 PM ET,Patrick Corbin,Rangers,L,Jorge Soler,Angels,DH,4,R,22.0,19.0,2.0,0.0,5.0,0.105,0.227,0.158,0.385
2025-04-16,8:05 PM ET,Patrick Corbin,Rangers,L,L. O'Hoppe,Angels,C,5,R,5.0,3.0,1.0,0.0,0.0,0.333,0.6,0.333,0.933
2025-04-16,8:05 PM ET,Patrick Corbin,Rangers,L,N. Schanuel,Angels,1B,6,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-16,8:05 PM ET,Patrick Corbin,Rangers,L,Kyren Paris,Angels,2B,7,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-16,8:05 PM ET,Patrick Corbin,Rangers,L,Jo Adell,Angels,CF,8,R,2.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
2025-04-16,8:05 PM ET,Patrick Corbin,Rangers,L,Tim Anderson,Angels,SS,9,R,8.0,8.0,1.0,0.0,4.0,0.125,0.125,0.25,0.375
2025-04-16,8:05 PM ET,Jose Soriano,Angels,R,M. Semien,Rangers,2B,1,R,4.0,4.0,1.0,0.0,2.0,0.25,0.25,0.5,0.75
2025-04-16,8:05 PM ET,Jose Soriano,Angels,R,Corey Seager,Rangers,SS,2,L,4.0,2.0,1.0,1.0,0.0,0.5,0.75,2.0,2.75
2025-04-16,8:05 PM ET,Jose Soriano,Angels,R,Josh Smith,Rangers,LF,3,L,3.0,3.0,1.0,0.0,1.0,0.333,0.333,0.333,0.667
2025-04-16,8:05 PM ET,Jose Soriano,Angels,R,A. Garcia,Rangers,RF,4,R,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2025-04-16,8:05 PM ET,Jose Soriano,Angels,R,Joc Pederson,Rangers,DH,5,L,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-16,8:05 PM ET,Jose Soriano,Angels,R,Josh Jung,Rangers,3B,6,R,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-16,8:05 PM ET,Jose Soriano,Angels,R,Jake Burger,Rangers,1B,7,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-16,8:05 PM ET,Jose Soriano,Angels,R,Jonah Heim,Rangers,C,8,S,4.0,4.0,1.0,0.0,0.0,0.25,0.25,0.25,0.5
2025-04-16,8:05 PM ET,Jose Soriano,Angels,R,L. Taveras,Rangers,CF,9,S,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2025-04-16,10:10 PM ET,Bobby Miller,Dodgers,R,B. Doyle,Rockies,CF,1,R,5.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2025-04-16,10:10 PM ET,Bobby Miller,Dodgers,R,E. Tovar,Rockies,SS,2,R,6.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2025-04-16,10:10 PM ET,Bobby Miller,Dodgers,R,Kyle Farmer,Rockies,DH,3,R,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-16,10:10 PM ET,Bobby Miller,Dodgers,R,Ryan McMahon,Rockies,3B,4,L,3.0,3.0,2.0,0.0,0.0,0.667,0.667,0.667,1.333
2025-04-16,10:10 PM ET,Bobby Miller,Dodgers,R,M. Toglia,Rockies,1B,5,S,3.0,3.0,2.0,1.0,0.0,0.667,0.667,2.333,3.0
2025-04-16,10:10 PM ET,Bobby Miller,Dodgers,R,M. Moniak,Rockies,LF,6,L,3.0,3.0,1.0,1.0,1.0,0.333,0.333,1.333,1.667
2025-04-16,10:10 PM ET,Bobby Miller,Dodgers,R,H. Goodman,Rockies,C,7,R,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
2025-04-16,10:10 PM ET,Bobby Miller,Dodgers,R,Zac Veen,Rockies,RF,8,L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-16,10:10 PM ET,Bobby Miller,Dodgers,R,Adael Amador,Rockies,2B,9,S,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0
2025-04-16,10:10 PM ET,German Marquez,Rockies,R,S. Ohtani,Dodgers,DH,1,L,6.0,6.0,1.0,0.0,2.0,0.167,0.167,0.167,0.333
2025-04-16,10:10 PM ET,German Marquez,Rockies,R,Mookie Betts,Dodgers,SS,2,R,25.0,22.0,7.0,1.0,4.0,0.318,0.4,0.455,0.855
2025-04-16,10:10 PM ET,German Marquez,Rockies,R,F. Freeman,Dodgers,1B,3,L,29.0,26.0,6.0,1.0,4.0,0.231,0.31,0.385,0.695
2025-04-16,10:10 PM ET,German Marquez,Rockies,R,T. Hernandez,Dodgers,RF,4,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-16,10:10 PM ET,German Marquez,Rockies,R,M. Conforto,Dodgers,LF,5,L,12.0,11.0,1.0,0.0,6.0,0.091,0.083,0.091,0.174
2025-04-16,10:10 PM ET,German Marquez,Rockies,R,Will Smith,Dodgers,C,6,R,18.0,17.0,2.0,1.0,5.0,0.118,0.167,0.294,0.461
2025-04-16,10:10 PM ET,German Marquez,Rockies,R,Tommy Edman,Dodgers,2B,7,S,11.0,11.0,2.0,0.0,2.0,0.182,0.182,0.182,0.364
2025-04-16,10:10 PM ET,German Marquez,Rockies,R,Max Muncy,Dodgers,3B,8,L,38.0,32.0,7.0,4.0,8.0,0.219,0.316,0.625,0.941
2025-04-16,10:10 PM ET,German Marquez,Rockies,R,Andy Pages,Dodgers,CF,9,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
